requirement_id,module,feature,detailed_behavior,evidence_type,chapter_id,event_ids,timestamps,evidence_paths,classification,confidence,test_path,open_question_ids
CH05-F004,busquedas_filtros,Catálogo de Servicios con búsqueda incremental,El selector permite escribir texto parcial y filtra códigos y descripciones extensas de servicios.,VISIBLE,CH05,CH05-E0025,00:08:27.200,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/event_frames/CH05-E0025_00h08m27s200ms_settled.jpg | references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/detail_crops/CH05-E0025_00h08m27s200ms_DETAIL.jpg,VISIBLE,HIGH,#/cotizaciones; npm test,
CH05-F005,precios_catalogos,Selección de servicio autocompleta precio,Al seleccionar V50111 Hospitalización en casa 24 Horas se muestra el precio unitario 137.17.,VISIBLE,CH05,CH05-E0050,00:09:16.200,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/event_frames/CH05-E0050_00h09m16s200ms_stable_change.jpg | references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/detail_crops/CH05-E0050_00h09m16s200ms_DETAIL.jpg,VISIBLE,HIGH,#/cotizaciones; npm test,
CH05-F006,acciones,Cantidad requerida y acción Añadir,El compositor exige Cantidad y permite añadir el concepto seleccionado.,VISIBLE,CH05,CH05-E0052,00:09:30.400,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/event_frames/CH05-E0052_00h09m30s400ms_abrupt_change.jpg,VISIBLE,HIGH,#/cotizaciones; npm test,CH05-Q003
CH05-F007,ledger,Ledger de conceptos agrupado por tipo,"Después de añadir, aparece una sección Servicios con fila removible y columnas Tipo, Código, Item, Precio, Cantidad, Subtotal, descuentos, Impuesto y Total.",VISIBLE,CH05,CH05-E0054,00:09:31.400,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/event_frames/CH05-E0054_00h09m31s400ms_abrupt_change.jpg,VISIBLE,HIGH,#/cotizaciones; npm test,CH05-Q009
CH05-F008,totales,"Resumen de subtotal, descuentos, impuesto y total",La pantalla presenta importes por línea y un resumen global que se recalcula al añadir conceptos.,VISIBLE,CH05,CH05-E0067,00:09:56.400,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/event_frames/CH05-E0067_00h09m56s400ms_abrupt_change.jpg,VISIBLE,HIGH,#/cotizaciones; npm test,CH05-Q004 | CH05-Q008
CH05-F009,cotizacion_items,Múltiples líneas de Servicios,"Se añade Atril metálico + Bomba de infusión como segunda línea, manteniendo la hospitalización previa.",VISIBLE,CH05,CH05-E0065,00:09:50.400,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/event_frames/CH05-E0065_00h09m50s400ms_abrupt_change.jpg | references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/detail_crops/CH05-E0065_00h09m50s400ms_DETAIL.jpg,VISIBLE,HIGH,#/cotizaciones; npm test,CH05-Q002
CH05-F010,medicamentos,Compositor específico de Medicamentos,"Al cambiar a Medicamentos se reinician Socio de negocios, selector, Precio y Cantidad para ese tipo.",VISIBLE,CH05,CH05-E0071,00:10:42.400,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/event_frames/CH05-E0071_00h10m42s400ms_settled.jpg | references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/detail_crops/CH05-E0071_00h10m42s400ms_DETAIL.jpg,VISIBLE,HIGH,#/cotizaciones; npm test,
CH05-F011,inventario,Catálogo de medicamentos muestra conteos entre paréntesis,"Las opciones combinan código, producto, principio activo, presentación, fabricante y un conteo visible.",VISIBLE,CH05,CH05-E0075,00:10:46.800,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/event_frames/CH05-E0075_00h10m46s800ms_abrupt_change.jpg | references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/detail_crops/CH05-E0075_00h10m46s800ms_DETAIL.jpg,VISIBLE,HIGH,#/cotizaciones; npm test,CH05-Q005
CH05-F012,busquedas_filtros,Estado sin resultados en búsqueda,Una búsqueda que no coincide muestra el mensaje No results found y se recupera al corregir el término.,VISIBLE,CH05,CH05-E0077,00:10:48.800,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/event_frames/CH05-E0077_00h10m48s800ms_abrupt_change.jpg | references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/detail_crops/CH05-E0077_00h10m48s800ms_DETAIL.jpg,VISIBLE,HIGH,#/cotizaciones; npm test,
CH05-F013,medicamentos,Selección de medicamento autocompleta precio,Invanz se selecciona con precio visible 64.10 y CEFAXONA con 10.97.,VISIBLE,CH05,CH05-E0079 | CH05-E0087,00:10:54.800 | 00:11:11.000,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/event_frames/CH05-E0079_00h10m54s800ms_abrupt_change.jpg | references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/detail_crops/CH05-E0079_00h10m54s800ms_DETAIL.jpg | references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/event_frames/CH05-E0087_00h11m11s000ms_abrupt_change.jpg | references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/detail_crops/CH05-E0087_00h11m11s000ms_DETAIL.jpg,VISIBLE,HIGH,#/cotizaciones; npm test,
CH05-F014,acciones,Intento de añadir Invanz restablece el compositor,"Con Invanz, precio 64.10 y cantidad 5 se pulsa Añadir, aparece Procesando... y luego el selector queda vacío.",UNCERTAIN,CH05,CH05-E0080,00:11:04.400,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/event_frames/CH05-E0080_00h11m04s400ms_abrupt_change.jpg | references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/detail_crops/CH05-E0080_00h11m04s400ms_DETAIL.jpg,UNCERTAIN,HIGH,#/cotizaciones; npm test,CH05-Q006 | CH05-Q007
CH05-F015,acciones,Filtro de inventario y acciones finales visibles,Solo disponibles en inventario permanece desmarcado; Atrás y Guardar aparecen debajo del resumen.,VISIBLE,CH05,CH05-E0067,00:09:56.400,references/video-audit/chapters/CH05_cotizacion_servicios_estudios_y_medicamentos/event_frames/CH05-E0067_00h09m56s400ms_abrupt_change.jpg,VISIBLE,HIGH,#/cotizaciones; npm test,CH05-Q004 | CH05-Q008
CH06-F01,"Cotización: insumos, equipos, honorarios, extras y totales",Categorías de ítems de cotización,"La nueva cotización presenta pestañas Servicios, Estudios Dx, Medicamentos, Insumos, Equipos, Honorarios y Extras, además de Solo disponibles en inventario.",VISIBLE,CH06,CH06-E0007,00:11:34.600,references/video-audit/chapters/CH06_cotizacion_insumos_equipos_honorarios_extras_y_totales/event_frames/CH06-E0007_00h11m34s600ms_motion_progress.jpg,VISIBLE,HIGH,#/cotizaciones; npm test,CH06-Q001
CH06-F02,"Cotización: insumos, equipos, honorarios, extras y totales",Catálogo por socio de negocios,"Cada categoría explorada solicita Socio de negocios y ofrece un selector buscable; las opciones visibles cambian entre socios como VITAE, SURA, MAPFRE, Socio 2021 y OMNIA.",VISIBLE,CH06,CH06-E0053,00:12:34.800,references/video-audit/chapters/CH06_cotizacion_insumos_equipos_honorarios_extras_y_totales/detail_crops/CH06-E0053_00h12m34s800ms_DETAIL.jpg,VISIBLE,HIGH,#/cotizaciones; npm test,
CH06-F03,"Cotización: insumos, equipos, honorarios, extras y totales",Selección de insumos con existencia,"El catálogo de Insumos muestra código, descripción, fabricante y existencia entre paréntesis; admite búsqueda, estado Sin resultados, precio autocompletado, cantidad y Añadir.",VISIBLE,CH06,CH06-E0025 | CH06-E0030,00:11:58.200 | 00:12:02.000,references/video-audit/chapters/CH06_cotizacion_insumos_equipos_honorarios_extras_y_totales/event_frames/CH06-E0025_00h11m58s200ms_stable_change.jpg | references/video-audit/chapters/CH06_cotizacion_insumos_equipos_honorarios_extras_y_totales/detail_crops/CH06-E0030_00h12m02s000ms_DETAIL.jpg,VISIBLE,HIGH,#/cotizaciones; npm test,
CH06-F04,"Cotización: insumos, equipos, honorarios, extras y totales",Selección de estudios diagnósticos,"Estudios Dx usa socio, catálogo buscable, precio, cantidad y Añadir; el video filtra y selecciona un estudio de hemoglobina.",VISIBLE,CH06,CH06-E0060,00:12:43.000,references/video-audit/chapters/CH06_cotizacion_insumos_equipos_honorarios_extras_y_totales/event_frames/CH06-E0060_00h12m43s000ms_settled.jpg,VISIBLE,HIGH,#/cotizaciones; npm test,
CH06-F05,"Cotización: insumos, equipos, honorarios, extras y totales",Honorarios por profesional o servicio,"Honorarios permite elegir socio y un servicio de seguimiento asociado a médico, con precio y cantidad antes de añadirlo.",VISIBLE,CH06,CH06-E0083,00:13:15.800,references/video-audit/chapters/CH06_cotizacion_insumos_equipos_honorarios_extras_y_totales/event_frames/CH06-E0083_00h13m15s800ms_abrupt_change.jpg,VISIBLE,HIGH,#/cotizaciones; npm test,
CH06-F06,"Cotización: insumos, equipos, honorarios, extras y totales",Tabla agrupada y cálculo por renglón,"La tabla agrupa categorías y muestra Tipo, Código, Item, Precio, Cantidad editable, Subtotal, Desc %, Desc $, Impuesto y Total; cada fila tiene acción de retiro.",VISIBLE,CH06,CH06-E0069,00:12:57.800,references/video-audit/chapters/CH06_cotizacion_insumos_equipos_honorarios_extras_y_totales/event_frames/CH06-E0069_00h12m57s800ms_abrupt_change.jpg,VISIBLE,HIGH,#/cotizaciones; npm test,CH06-Q004
CH06-F07,"Cotización: insumos, equipos, honorarios, extras y totales","Descuentos, impuesto y totales","Grupo de descuento y selección de paciente producen recálculo visible de descuentos por línea, impuesto y resumen Subtotal/Descuentos/Impuestos/Total.",VISIBLE,CH06,CH06-E0109 | CH06-E0115,00:14:14.200 | 00:14:24.200,references/video-audit/chapters/CH06_cotizacion_insumos_equipos_honorarios_extras_y_totales/event_frames/CH06-E0109_00h14m14s200ms_abrupt_change.jpg | references/video-audit/chapters/CH06_cotizacion_insumos_equipos_honorarios_extras_y_totales/detail_crops/CH06-E0115_00h14m24s200ms_DETAIL.jpg,VISIBLE,HIGH,#/cotizaciones; npm test,
CH06-F08,"Cotización: insumos, equipos, honorarios, extras y totales",Autocompletado por paciente,"Al cambiar Paciente se actualizan DUI/NIT, teléfono, correo, referido por y grupo de descuento visibles en la cabecera de la cotización.",VISIBLE,CH06,CH06-E0103,00:14:06.400,references/video-audit/chapters/CH06_cotizacion_insumos_equipos_honorarios_extras_y_totales/event_frames/CH06-E0103_00h14m06s400ms_stable_change.jpg,VISIBLE,HIGH,#/cotizaciones; npm test,
CH06-F09,"Cotización: insumos, equipos, honorarios, extras y totales",Persistencia y retroceso,El formulario ofrece Atrás y Guardar; el narrador afirma que Guardar persiste la cotización y luego usa Atrás.,VERBAL,CH06,CH06-E0115,00:14:24.200,references/video-audit/chapters/CH06_cotizacion_insumos_equipos_honorarios_extras_y_totales/event_frames/CH06-E0115_00h14m24s200ms_settled.jpg,VERBAL,MEDIUM,#/cotizaciones; npm test,
CH06-F10,"Cotización: insumos, equipos, honorarios, extras y totales",Contenido de Equipos y Extras,"Las pestañas Equipos y Extras son visibles, pero este capítulo no demuestra sus formularios ni reglas internas.",UNCERTAIN,CH06,CH06-E0085,00:13:50.600,references/video-audit/chapters/CH06_cotizacion_insumos_equipos_honorarios_extras_y_totales/event_frames/CH06-E0085_00h13m50s600ms_abrupt_change.jpg,UNCERTAIN,LOW,#/cotizaciones; npm test,CH06-Q005
CH07-F01,"Preautorización, seguro y reclamo",Listado de cotizaciones de hospitalización,"Hospitalización separa Activos, Cotizaciones y PIC Ejecución. Cotizaciones dispone de Estado, Fecha de creación, Aplicar, Limpiar, Nuevo, paginación, registros y búsqueda.",VISIBLE,CH07,CH07-E0013,00:15:48.600,references/video-audit/chapters/CH07_preautorizacion_seguro_y_reclamo/event_frames/CH07-E0013_00h15m48s600ms_stable_change.jpg,VISIBLE,HIGH,#/preautorizaciones; #/cotizaciones; node --test tests/p0-immutable-records.test.mjs,CH07-Q004
CH07-F02,"Preautorización, seguro y reclamo","Estados de cotización, preautorización y reclamo","La tabla muestra Paciente, DUI/NIT, Nro., Estado, Envío preautorización, Respuesta seguro, Envío de reclamo, Creación y Total; se observan Pendiente, No Enviado y No aplica.",VISIBLE,CH07,CH07-E0007,00:14:33.000,references/video-audit/chapters/CH07_preautorizacion_seguro_y_reclamo/event_frames/CH07-E0007_00h14m33s000ms_abrupt_change.jpg,VISIBLE,HIGH,#/preautorizaciones; #/cotizaciones; npm test,CH07-Q002
CH07-F03,"Preautorización, seguro y reclamo",Búsqueda de cotización,El buscador global filtra el total de 26 registros hasta una fila del paciente consultado.,VISIBLE,CH07,CH07-E0008,00:14:44.400,references/video-audit/chapters/CH07_preautorizacion_seguro_y_reclamo/event_frames/CH07-E0008_00h14m44s400ms_abrupt_change.jpg,VISIBLE,HIGH,#/preautorizaciones; #/cotizaciones; npm test,
CH07-F04,"Preautorización, seguro y reclamo",Menú contextual y documentos,"La fila expone Editar, Duplicar, Versiones, Imprimir, Enviar, Envíos al seguro, Historial de envíos y Eliminar. Imprimir abre Excel, Detalle de servicio, Cotización, Factura y cotizaciones internacionales.",VISIBLE,CH07,CH07-E0010,00:14:49.600,references/video-audit/chapters/CH07_preautorizacion_seguro_y_reclamo/detail_crops/CH07-E0010_00h14m49s600ms_DETAIL.jpg,VISIBLE,HIGH,#/preautorizaciones; #/cotizaciones; npm test,CH07-Q003 | CH07-Q006
CH07-F05,"Preautorización, seguro y reclamo",Envío por correo o WhatsApp,El submenú Enviar ofrece E-mail y Whatsapp. No se ejecuta el envío ni se evidencia su contenido.,VISIBLE,CH07,CH07-E0014,00:16:02.600,references/video-audit/chapters/CH07_preautorizacion_seguro_y_reclamo/detail_crops/CH07-E0014_00h16m02s600ms_DETAIL.jpg,VISIBLE,HIGH,#/preautorizaciones; #/cotizaciones; npm test,
CH07-F06,"Preautorización, seguro y reclamo",Generación y envío directo de PDF,"La conversación propone que el sistema cree el PDF y lo envíe por WhatsApp sin descarga manual; la evidencia visual sólo confirma el menú Whatsapp, no la automatización.",VERBAL,CH07,CH07-E0014,00:16:02.600,references/video-audit/chapters/CH07_preautorizacion_seguro_y_reclamo/detail_crops/CH07-E0014_00h16m02s600ms_DETAIL.jpg,VERBAL,MEDIUM,#/preautorizaciones; #/cotizaciones; npm test,
CH07-F07,"Preautorización, seguro y reclamo",Transiciones de estado,"El control Estado abre Pre aprobación, Poner en ejecución, Rechazar y No aplica.",VISIBLE,CH07,CH07-E0018,00:16:08.200,references/video-audit/chapters/CH07_preautorizacion_seguro_y_reclamo/detail_crops/CH07-E0018_00h16m08s200ms_DETAIL.jpg,VISIBLE,HIGH,#/preautorizaciones; #/cotizaciones; npm test,
CH07-F08,"Preautorización, seguro y reclamo",Cotización guardada pero no activada,El narrador distingue una cotización guardada de una activada; la fila sigue Pendiente y No Enviado.,VERBAL,CH07,CH07-E0007,00:14:33.000,references/video-audit/chapters/CH07_preautorizacion_seguro_y_reclamo/event_frames/CH07-E0007_00h14m33s000ms_abrupt_change.jpg,VERBAL,MEDIUM,#/preautorizaciones; #/cotizaciones; npm test,CH07-Q002
CH07-F09,"Preautorización, seguro y reclamo",Resultado de una transición de estado,"El menú de estados es visible, pero este corte no confirma persistencia, validaciones ni efectos en preautorización/reclamo después de seleccionar una opción.",UNCERTAIN,CH07,CH07-E0018,00:16:08.200,references/video-audit/chapters/CH07_preautorizacion_seguro_y_reclamo/event_frames/CH07-E0018_00h16m08s200ms_settled.jpg,UNCERTAIN,LOW,#/preautorizaciones; #/cotizaciones; npm test,
CH08-F01,"Perfil administrativo, cuentas por cobrar y pagos",Perfil administrativo de ejecución,"Detalles de Hospitalización contiene un perfil administrativo asociado a PIC Ejecución, con Guardar y Cancelar.",VISIBLE,CH08,CH08-E0002,00:16:16.400,references/video-audit/chapters/CH08_perfil_administrativo_cuentas_por_cobrar_y_pagos/event_frames/CH08-E0002_00h16m16s400ms_abrupt_change.jpg,VISIBLE,HIGH,#/cuentas-por-cobrar; npm test,
CH08-F02,"Perfil administrativo, cuentas por cobrar y pagos",Campos administrativos y de aseguradora,"El perfil solicita health manager, referido por, tipo Revenue, tipo, fecha, días, forma de pago, aseguradora, tipo de solicitud, categoría, subcategoría, hospital de origen y clasificación del paciente.",VISIBLE,CH08,CH08-E0010,00:16:25.600,references/video-audit/chapters/CH08_perfil_administrativo_cuentas_por_cobrar_y_pagos/detail_crops/CH08-E0010_00h16m25s600ms_DETAIL.jpg,VISIBLE,HIGH,#/cuentas-por-cobrar; npm test,CH08-Q002
CH08-F03,"Perfil administrativo, cuentas por cobrar y pagos",Guardado del perfil administrativo,Guardar produce una transición de Procesando y devuelve a PIC Ejecución.,VISIBLE,CH08,CH08-E0021,00:16:46.200,references/video-audit/chapters/CH08_perfil_administrativo_cuentas_por_cobrar_y_pagos/event_frames/CH08-E0021_00h16m46s200ms_stable_change.jpg,VISIBLE,HIGH,#/cuentas-por-cobrar; npm test,
CH08-F04,"Perfil administrativo, cuentas por cobrar y pagos",Listado de cuentas por cobrar y exportaciones,"Cuentas por cobrar separa Cuentas y Pagos; ofrece búsqueda, paginación y botones Excel con filtros, Reporte y Excel. La tabla incluye inicio, paciente, hospitalización, estado, tipo, gestor y totales.",VISIBLE,CH08,CH08-E0037,00:17:08.800,references/video-audit/chapters/CH08_perfil_administrativo_cuentas_por_cobrar_y_pagos/detail_crops/CH08-E0037_00h17m08s800ms_DETAIL.jpg,VISIBLE,HIGH,#/cuentas-por-cobrar; npm test,CH08-Q009
CH08-F05,"Perfil administrativo, cuentas por cobrar y pagos",Acciones de una cuenta,"El menú de la cuenta ofrece Ver Cotizaciones, Estados de cuenta, Ver pagos, Archivar y Registro XPO.",VISIBLE,CH08,CH08-E0041,00:17:33.600,references/video-audit/chapters/CH08_perfil_administrativo_cuentas_por_cobrar_y_pagos/detail_crops/CH08-E0041_00h17m33s600ms_DETAIL.jpg,VISIBLE,HIGH,#/cuentas-por-cobrar; npm test,CH08-Q004 | CH08-Q005
CH08-F06,"Perfil administrativo, cuentas por cobrar y pagos",Histórico de estados de cuenta,"El histórico separa Estados Particulares y Estados Mixtos y prevé fecha, creador, período, saldo anterior, facturas, pagos y pendiente; la fila consultada no tiene histórico visible.",VISIBLE,CH08,CH08-E0044,00:17:41.600,references/video-audit/chapters/CH08_perfil_administrativo_cuentas_por_cobrar_y_pagos/event_frames/CH08-E0044_00h17m41s600ms_abrupt_change.jpg,VISIBLE,HIGH,#/cuentas-por-cobrar; npm test,
CH08-F07,"Perfil administrativo, cuentas por cobrar y pagos",Pagos de hospitalización,"Ver pagos abre una lista con Añadir pago, fecha, tipo, monto, pagado por y estado. Cada pago ofrece Editar pago, Imprimir y Eliminar pagos.",VISIBLE,CH08,CH08-E0049 | CH08-E0056,00:17:51.800 | 00:18:06.200,references/video-audit/chapters/CH08_perfil_administrativo_cuentas_por_cobrar_y_pagos/detail_crops/CH08-E0049_00h17m51s800ms_DETAIL.jpg | references/video-audit/chapters/CH08_perfil_administrativo_cuentas_por_cobrar_y_pagos/detail_crops/CH08-E0056_00h18m06s200ms_DETAIL.jpg,VISIBLE,HIGH,#/cuentas-por-cobrar; npm test,CH08-Q003
CH08-F08,"Perfil administrativo, cuentas por cobrar y pagos",Configuración de estado de cuenta,"Reporte permite seleccionar tipo Paciente, persona, código de hospitalización, tipo de paciente y rango de fecha antes de Vista previa.",VISIBLE,CH08,CH08-E0068,00:19:00.400,references/video-audit/chapters/CH08_perfil_administrativo_cuentas_por_cobrar_y_pagos/detail_crops/CH08-E0068_00h19m00s400ms_DETAIL.jpg,VISIBLE,HIGH,#/cuentas-por-cobrar; npm test,
CH08-F09,"Perfil administrativo, cuentas por cobrar y pagos",Vista previa de cuenta del paciente,"La vista previa presenta datos del paciente y hospitalización; contiene pestañas Cotizaciones, Pagos y Documentos, casillas de selección, deuda y pagos acumulados.",VISIBLE,CH08,CH08-E0075 | CH08-E0083,00:19:26.800 | 00:19:34.200,references/video-audit/chapters/CH08_perfil_administrativo_cuentas_por_cobrar_y_pagos/event_frames/CH08-E0075_00h19m26s800ms_abrupt_change.jpg | references/video-audit/chapters/CH08_perfil_administrativo_cuentas_por_cobrar_y_pagos/event_frames/CH08-E0083_00h19m34s200ms_abrupt_change.jpg,VISIBLE,HIGH,#/cuentas-por-cobrar; npm test,
CH08-F10,"Perfil administrativo, cuentas por cobrar y pagos",Resumen de pago,"Ver resumen calcula Saldo Anterior, Total Facturas, Total Pagos y Total Pendientes, y ofrece Cerrar, Imprimir y Guardar cambios.",VISIBLE,CH08,CH08-E0087,00:19:52.000,references/video-audit/chapters/CH08_perfil_administrativo_cuentas_por_cobrar_y_pagos/event_frames/CH08-E0087_00h19m52s000ms_abrupt_change.jpg,VISIBLE,HIGH,#/cuentas-por-cobrar; npm test,
CH08-F11,"Perfil administrativo, cuentas por cobrar y pagos",Interpretación de total pendiente negativo,"El ejemplo visible tiene pagos mayores que facturas y muestra Total Pendientes negativo. El capítulo no explica si representa crédito, sobrepago o un error.",UNCERTAIN,CH08,CH08-E0087,00:19:52.000,references/video-audit/chapters/CH08_perfil_administrativo_cuentas_por_cobrar_y_pagos/event_frames/CH08-E0087_00h19m52s000ms_abrupt_change.jpg,UNCERTAIN,MEDIUM,#/cuentas-por-cobrar; npm test,
CH08-F12,"Perfil administrativo, cuentas por cobrar y pagos",Estado de cuenta automático,"La conversación considera que el estado de cuenta podría generarse de forma automática, pero no demuestra programación ni entrega automática.",VERBAL,CH08,CH08-E0095,00:20:59.600,references/video-audit/chapters/CH08_perfil_administrativo_cuentas_por_cobrar_y_pagos/detail_crops/CH08-E0095_00h20m59s600ms_DETAIL.jpg,VERBAL,LOW,#/cuentas-por-cobrar; npm test,
CH09-F01,Hospitalización clínica y reporte de salud,Listado de Hospitalización Clínica,"La vista ofrece filtros por estado clínico, activador, tipo de servicio y tipo de atención, y una tabla con paciente, DUI/NIT, hospitalización, triage, empresa, clínico, fechas y duración.",VISIBLE,CH09,CH09-E0009,00:21:12.200,references/video-audit/chapters/CH09_hospitalizacion_clinica_y_reporte_de_salud/event_frames/CH09-E0009_00h21m12s200ms_abrupt_change.jpg,VISIBLE,HIGH,#/hospitalizaciones; #/clinica/reportes; npm test,
CH09-F02,Hospitalización clínica y reporte de salud,Acciones de una hospitalización clínica,"El menú de fila ofrece Ver cotizaciones, Perfil clínico, documento y acciones relacionadas con reingresos, reinfecciones y ulceraciones.",VISIBLE,CH09,CH09-E0016,00:21:34.800,references/video-audit/chapters/CH09_hospitalizacion_clinica_y_reporte_de_salud/detail_crops/CH09-E0016_00h21m34s800ms_DETAIL.jpg,VISIBLE,HIGH,#/hospitalizaciones; #/clinica/reportes; npm test,
CH09-F03,Hospitalización clínica y reporte de salud,Versiones de perfiles clínicos por hospitalización,"Perfiles Clínicos lista perfiles con fecha de inicio, triage, médico tratante, tipo de servicio, estatus y fecha fin, y permite crear Nuevo perfil clínico.",VISIBLE,CH09,CH09-E0019,00:21:43.000,references/video-audit/chapters/CH09_hospitalizacion_clinica_y_reporte_de_salud/detail_crops/CH09-E0019_00h21m43s000ms_DETAIL.jpg,VISIBLE,HIGH,#/hospitalizaciones; #/clinica/reportes; npm test,
CH09-F04,Hospitalización clínica y reporte de salud,Formulario de perfil clínico,"El perfil contiene fechas, adjuntos, médico tratante y otros médicos, diagnóstico, grupo diagnóstico, triage, grupo/subgrupo de paciente, tipo, responsables, tags y frecuencias.",VISIBLE,CH09,CH09-E0024 | CH09-E0040,00:21:47.600 | 00:22:18.200,references/video-audit/chapters/CH09_hospitalizacion_clinica_y_reporte_de_salud/event_frames/CH09-E0024_00h21m47s600ms_abrupt_change.jpg | references/video-audit/chapters/CH09_hospitalizacion_clinica_y_reporte_de_salud/event_frames/CH09-E0040_00h22m18s200ms_abrupt_change.jpg,VISIBLE,HIGH,#/hospitalizaciones; #/clinica/reportes; npm test,
CH09-F05,Hospitalización clínica y reporte de salud,Catálogo codificado de diagnósticos,"Diagnósticos es un selector buscable con códigos visibles A00–A02 y descripciones de cólera, fiebres tifoideas y salmonelosis. La conversación lo llama un estándar, pero la transcripción de la versión es ambigua.",VISIBLE,CH09,CH09-E0030,00:22:01.400,references/video-audit/chapters/CH09_hospitalizacion_clinica_y_reporte_de_salud/detail_crops/CH09-E0030_00h22m01s400ms_DETAIL.jpg,VISIBLE,HIGH,#/hospitalizaciones; #/clinica/reportes; npm test,
CH09-F06,Hospitalización clínica y reporte de salud,Grupos operativos del perfil,"Grupo perfil del paciente es configurable y muestra opciones como Administración IV, Alquiler de Equipo, Antibioticoterapia, Citas Especialistas, ECV, Hidratación y Laboratorios Clínicos.",VISIBLE,CH09,CH09-E0046,00:22:25.600,references/video-audit/chapters/CH09_hospitalizacion_clinica_y_reporte_de_salud/detail_crops/CH09-E0046_00h22m25s600ms_DETAIL.jpg,VISIBLE,HIGH,#/hospitalizaciones; #/clinica/reportes; npm test,
CH09-F07,Hospitalización clínica y reporte de salud,Dispositivos y planificación de turnos,"El perfil permite preparar dispositivos con fecha, calibre, motivo, frecuencia y observaciones; debajo configura rango de fechas para turnos, frecuencia y tipo de atención.",VISIBLE,CH09,CH09-E0055 | CH09-E0058,00:22:33.800 | 00:22:35.200,references/video-audit/chapters/CH09_hospitalizacion_clinica_y_reporte_de_salud/event_frames/CH09-E0055_00h22m33s800ms_abrupt_change.jpg | references/video-audit/chapters/CH09_hospitalizacion_clinica_y_reporte_de_salud/event_frames/CH09-E0058_00h22m35s200ms_stable_change.jpg,VISIBLE,HIGH,#/hospitalizaciones; #/clinica/reportes; npm test,
CH09-F08,Hospitalización clínica y reporte de salud,Listado de Reporte de salud y menú clínico,"Reporte de salud lista cédula, nombre, empresa, hospitalización, período, auditoría, triage y estatus. El menú incluye Historial clínico, Reporte Clínico, visitas, notas, Reporte de salud, Auditorías y Registro XPO.",VISIBLE,CH09,CH09-E0073 | CH09-E0076,00:22:56.200 | 00:23:01.600,references/video-audit/chapters/CH09_hospitalizacion_clinica_y_reporte_de_salud/detail_crops/CH09-E0073_00h22m56s200ms_DETAIL.jpg | references/video-audit/chapters/CH09_hospitalizacion_clinica_y_reporte_de_salud/detail_crops/CH09-E0076_00h23m01s600ms_DETAIL.jpg,VISIBLE,HIGH,#/hospitalizaciones; #/clinica/reportes; npm test,
CH09-F09,Hospitalización clínica y reporte de salud,Reporte longitudinal por pestañas,"El reporte contiene Información Principal, Evaluación Clínica, Atención Médica, Tratamientos y Órdenes, Eventos Clínicos y Evidencia y Documentos, con datos de paciente y seguros.",VISIBLE,CH09,CH09-E0089,00:23:34.800,references/video-audit/chapters/CH09_hospitalizacion_clinica_y_reporte_de_salud/event_frames/CH09-E0089_00h23m34s800ms_stable_change.jpg,VISIBLE,HIGH,#/hospitalizaciones; #/clinica/reportes; npm test,
CH09-F10,Hospitalización clínica y reporte de salud,Cambio de rango del reporte,Cambiar rango de fechas abre un modal y un calendario doble para seleccionar inicio y fin antes de cargar nuevamente el reporte.,VISIBLE,CH09,CH09-E0083,00:23:16.200,references/video-audit/chapters/CH09_hospitalizacion_clinica_y_reporte_de_salud/detail_crops/CH09-E0083_00h23m16s200ms_DETAIL.jpg,VISIBLE,HIGH,#/hospitalizaciones; #/clinica/reportes; npm test,
