segment_id,source_audio_segment,start_ms,end_ms,start,end,confidence_avg,quality_flags,text
T00195,audio_009,1174000,1181000,00:19:34.000,00:19:41.000,0.5991,MEDIUM_CONFIDENCE,"Como ahí solamente mostrae que de un mech solamente muestra el tiempo que usted se hará más,"
T00196,audio_009,1181000,1190000,00:19:41.000,00:19:50.000,0.5651,MEDIUM_CONFIDENCE,y me muestra lo que no sirve en el plan de fecha.
T00197,audio_009,1190000,1193000,00:19:50.000,00:19:53.000,0.6623,MEDIUM_CONFIDENCE,Y ya le doy la persona.
T00198,audio_009,1193000,1199000,00:19:53.000,00:19:59.000,0.5479,LOW_CONFIDENCE,"- Y la medicina. - Ahora, diga esto, lo que hace falta,"
T00199,audio_009,1199000,1201000,00:19:59.000,00:20:01.000,0.3339,LOW_CONFIDENCE,"hacer un ""intriming"","
T00200,audio_010,1200000,1215760,00:20:00.000,00:20:15.760,0.5212,LOW_CONFIDENCE,"Y en esa parte, el lado de cuenta y se acuntan las corporizaciones que se le dan, ok, perfectamente"
T00201,audio_010,1215760,1226480,00:20:15.760,00:20:26.480,0.5527,MEDIUM_CONFIDENCE,"el detalle del insumo que está aquí, no es mi cuenta, pero lo cheques y lo doblamos"
T00202,audio_010,1226480,1233480,00:20:26.480,00:20:33.480,0.6454,MEDIUM_CONFIDENCE,"creo que se quedó a cuidar las pantallas. Sí, gracias."
T00203,audio_010,1233480,1247480,00:20:33.480,00:20:47.480,0.4964,LOW_CONFIDENCE,"Este que doy, ahi. Este es un cuadro de ""exactado de cuenta"". Ahora vamos por..."
T00204,audio_010,1247480,1254480,00:20:47.480,00:20:54.480,0.5382,LOW_CONFIDENCE,"Este de preautorización se lo voy a utilizar, no sé, no lo sé, ahora vamos por la parte de Mellis."
T00205,audio_010,1254480,1265480,00:20:54.480,00:21:05.480,0.709,,"Ya tenían separado como la parte administrativa, todas las..."
T00206,audio_010,1265480,1270480,00:21:05.480,00:21:10.480,0.8221,,los datos que necesitaba la parte de la administración y también todos los datos clínicos que se
T00207,audio_010,1270480,1280480,00:21:10.480,00:21:20.480,0.7051,,lo llevaban a parte de hospitalización. En este caso están todos los pacientes que...
T00208,audio_010,1280480,1290480,00:21:20.480,00:21:30.480,0.7875,,"Cuando la parte administrativa ingresaba el paciente, aquí aparecía el pendiente, aquí yo ya lo voy a activar"
T00209,audio_010,1290480,1296480,00:21:30.480,00:21:36.480,0.6941,MEDIUM_CONFIDENCE,"y ya le activa, ya me deja."
T00210,audio_010,1296480,1310480,00:21:36.480,00:21:50.480,0.7882,,Ya me deja crear como la parte tímida donde me va a pedir el diagnóstico que en este caso
T00211,audio_010,1310480,1319480,00:21:50.480,00:21:59.480,0.8129,,"ahí ocupa lo que es el SIE 10, que son los diagnósticos estándares que utilizamos todos,"
T00212,audio_010,1319480,1322480,00:21:59.480,00:22:02.480,0.5243,LOW_CONFIDENCE,ya están en el SIE 10.
T00213,audio_011,1320000,1325000,00:22:00.000,00:22:05.000,0.5283,LOW_CONFIDENCE,Y es un listado que me estaba desengadado para que ya MCE11.
T00214,audio_011,1325000,1327000,00:22:05.000,00:22:07.000,0.6376,MEDIUM_CONFIDENCE,"Ok, el actualizado."
T00215,audio_011,1327000,1329000,00:22:07.000,00:22:09.000,0.8676,,El actualizado es el último.
T00216,audio_011,1329000,1337000,00:22:09.000,00:22:17.000,0.7616,,"Entonces poníamos el diagnóstico del paciente, el grupo diagnóstico, el VIH,"
T00217,audio_011,1337000,1344000,00:22:17.000,00:22:24.000,0.7852,,"y el perfil del paciente, que es prácticamente lo que vamos a hacer,"
T00218,audio_011,1344000,1350000,00:22:24.000,00:22:30.000,0.5416,LOW_CONFIDENCE,"si vamos a ver el instalamento de un tramecular, si vamos a ver el atal, si van a ver el labericio clínico,"
T00219,audio_011,1350000,1352000,00:22:30.000,00:22:32.000,0.707,,es como ya su categoría.
T00220,audio_011,1352000,1354000,00:22:32.000,00:22:34.000,0.8596,,Como ya su categoría.
T00221,audio_011,1354000,1359000,00:22:34.000,00:22:39.000,0.607,MEDIUM_CONFIDENCE,"De ahí estos datos no eran así como los de adelante, pero ahí los pedimos."
T00222,audio_011,1359000,1367000,00:22:39.000,00:22:47.000,0.8187,,"Ya yo guardarlo para que me servía esto, esto me servía ya para el expediente clínico,"
T00223,audio_011,1367000,1371000,00:22:47.000,00:22:51.000,0.9112,,que aquí lo ponen como reporte de salud.
T00224,audio_011,1375000,1377000,00:22:55.000,00:22:57.000,0.297,LOW_CONFIDENCE,Eso.
T00225,audio_011,1377000,1379000,00:22:57.000,00:22:59.000,0.6607,MEDIUM_CONFIDENCE,Como no hay más datos.
T00226,audio_011,1379000,1381000,00:22:59.000,00:23:01.000,0.5129,LOW_CONFIDENCE,No hay más datos.
T00227,audio_011,1381000,1383000,00:23:01.000,00:23:03.000,0.6211,MEDIUM_CONFIDENCE,No hay más datos.
T00228,audio_011,1383000,1385000,00:23:03.000,00:23:05.000,0.6994,MEDIUM_CONFIDENCE,No hay más datos.
T00229,audio_011,1385000,1387000,00:23:05.000,00:23:07.000,0.7418,,No hay más datos.
T00230,audio_011,1387000,1389000,00:23:07.000,00:23:09.000,0.7856,,No hay más datos.
T00231,audio_011,1389000,1391000,00:23:09.000,00:23:11.000,0.7944,,No hay más datos.
T00232,audio_011,1391000,1398000,00:23:11.000,00:23:18.000,0.7079,,"Aquí para poder destacar yo el expediente clínico, el PDF podía seleccionar para que se echara el ferir."
T00233,audio_011,1398000,1400000,00:23:18.000,00:23:20.000,0.5647,MEDIUM_CONFIDENCE,Quiero que lo quiera.
T00234,audio_011,1400000,1404000,00:23:20.000,00:23:24.000,0.5464,LOW_CONFIDENCE,"Si, ya le daba más que ya entendí que se llama."
T00235,audio_011,1404000,1406000,00:23:24.000,00:23:26.000,0.6969,MEDIUM_CONFIDENCE,Si.
T00236,audio_011,1406000,1411000,00:23:26.000,00:23:31.000,0.5846,MEDIUM_CONFIDENCE,"Ok, por neáctite que usted quiera, ahí vas a saber el expediente."
T00237,audio_011,1411000,1413000,00:23:31.000,00:23:33.000,0.4089,LOW_CONFIDENCE,Vale.
T00238,audio_011,1413000,1415000,00:23:33.000,00:23:35.000,0.5655,MEDIUM_CONFIDENCE,Quiero que lo dupate el expediente.
T00239,audio_011,1420000,1424000,00:23:40.000,00:23:44.000,0.5415,LOW_CONFIDENCE,"Los más que lo daban más, vamos a ver el clínico."
T00240,audio_011,1424000,1426000,00:23:44.000,00:23:46.000,0.4068,LOW_CONFIDENCE,"Lo voy a ver, no te hable de efecto."
T00241,audio_011,1430000,1432000,00:23:50.000,00:23:52.000,0.6428,MEDIUM_CONFIDENCE,No te hable de efecto.
T00242,audio_011,1432000,1434000,00:23:52.000,00:23:54.000,0.7571,,No te hable de efecto.
T00243,audio_011,1434000,1436000,00:23:54.000,00:23:56.000,0.7785,,No te hable de efecto.
T00244,audio_011,1436000,1438000,00:23:56.000,00:23:58.000,0.7793,,No te hable de efecto.
T00245,audio_011,1438000,1440000,00:23:58.000,00:24:00.000,0.8135,,No te hable de efecto.
T00246,audio_012,1440000,1445460,00:24:00.000,00:24:05.460,0.6986,MEDIUM_CONFIDENCE,"Al 15, selecciono las pechas, lo de seleccionar, lo de cada."
T00247,audio_012,1450440,1457680,00:24:10.440,00:24:17.680,0.7201,,"Imprimir y en esta parte yo puedo seleccionar cómo quiero, yo que me aparezca el expediente a recagarlo."
T00248,audio_012,1459160,1464680,00:24:19.160,00:24:24.680,0.766,,"En este caso le han puesto como sin evitar tarjeta de medicamentos gráficos, la tarjeta de enfermería."
T00249,audio_012,1467240,1468440,00:24:27.240,00:24:28.440,0.8266,,Y al darle imprimir.
T00250,audio_012,1470000,1472000,00:24:30.000,00:24:32.000,0.5697,MEDIUM_CONFIDENCE,"Seguro que desea saber, pues."
T00251,audio_012,1474000,1478000,00:24:34.000,00:24:38.000,0.6704,MEDIUM_CONFIDENCE,"A me aparece otra cosa, como está seguro que desea saber, de granada."
T00252,audio_012,1485360,1489360,00:24:45.360,00:24:49.360,0.5778,MEDIUM_CONFIDENCE,"No me apareces. Pero, ah, y eso te aparece en case."
T00253,audio_012,1490360,1496000,00:24:50.360,00:24:56.000,0.6728,MEDIUM_CONFIDENCE,"Este ya es el expediente clínico, solo que es, hay una manera como reportar, que es,"
T00254,audio_012,1496000,1501000,00:24:56.000,00:25:01.000,0.5983,MEDIUM_CONFIDENCE,aquí van y me dejaré los datos del paciente.
T00255,audio_012,1501000,1508000,00:25:01.000,00:25:08.000,0.79,,"En el dato del paciente va el historial clínico, la duración de la hospitalización, en medio de contratante,"
T00256,audio_012,1508000,1514000,00:25:08.000,00:25:14.000,0.8141,,"si hay otros médicos, el diagnóstico, signos vitales."
T00257,audio_012,1519000,1524000,00:25:19.000,00:25:24.000,0.3419,LOW_CONFIDENCE,"Pero, pues, el cogejo frappistán, el que se llama el cogejo, el cogejo de la vida,"
T00258,audio_012,1524000,1526000,00:25:24.000,00:25:26.000,0.8241,,es el cogejo frappistán.
T00259,audio_012,1527000,1530000,00:25:27.000,00:25:30.000,0.5162,LOW_CONFIDENCE,"Pero, pues, eso es lo que preferir, porque es otra pestaña esta."
T00260,audio_012,1530000,1533000,00:25:30.000,00:25:33.000,0.586,MEDIUM_CONFIDENCE,"O sea, como le tiene un pendejo, pero le pones a la boca."
T00261,audio_012,1533000,1536000,00:25:33.000,00:25:36.000,0.3144,LOW_CONFIDENCE,No me aparezca un poco.
T00262,audio_012,1539000,1542000,00:25:39.000,00:25:42.000,0.4616,LOW_CONFIDENCE,"No, sí, no, sí, para vos, eso es lo que me parece."
T00263,audio_012,1542000,1544000,00:25:42.000,00:25:44.000,0.3917,LOW_CONFIDENCE,Están los medicamentos.
T00264,audio_012,1547000,1549000,00:25:47.000,00:25:49.000,0.9009,,Notas de enfermería.
T00265,audio_012,1552000,1582000,00:25:52.000,00:26:22.000,0.9145,POSSIBLE_REPETITION,"No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no"
T00266,audio_013,1560000,1562000,00:26:00.000,00:26:02.000,0.3715,LOW_CONFIDENCE,(Pausa)
T00267,audio_013,1562000,1564000,00:26:02.000,00:26:04.000,0.8545,,(Pausa)
T00268,audio_013,1564000,1566000,00:26:04.000,00:26:06.000,0.9565,,(Pausa)
T00269,audio_013,1566000,1568000,00:26:06.000,00:26:08.000,0.9584,,(Pausa)
T00270,audio_013,1568000,1570000,00:26:08.000,00:26:10.000,0.9838,,(Pausa)
T00271,audio_013,1570000,1572000,00:26:10.000,00:26:12.000,0.9877,,(Pausa)
T00272,audio_013,1572000,1574000,00:26:12.000,00:26:14.000,0.9902,,(Pausa)
T00273,audio_013,1574000,1576000,00:26:14.000,00:26:16.000,0.9931,,(Pausa)
T00274,audio_013,1576000,1578000,00:26:16.000,00:26:18.000,0.9927,,(Pausa)
T00275,audio_013,1578000,1580000,00:26:18.000,00:26:20.000,0.9934,,(Pausa)
T00276,audio_013,1580000,1582000,00:26:20.000,00:26:22.000,0.9916,,(Pausa)
T00277,audio_013,1582000,1584000,00:26:22.000,00:26:24.000,0.9927,,(Pausa)
T00278,audio_013,1584000,1586000,00:26:24.000,00:26:26.000,0.9936,,(Pausa)
T00279,audio_013,1586000,1588000,00:26:26.000,00:26:28.000,0.9887,,(Pausa)
T00280,audio_013,1588000,1590000,00:26:28.000,00:26:30.000,0.9918,,(Pausa)
T00281,audio_013,1590000,1592000,00:26:30.000,00:26:32.000,0.9708,,(Pausa)
T00282,audio_013,1592000,1594000,00:26:32.000,00:26:34.000,0.9878,,(Pausa)
T00283,audio_013,1594000,1596000,00:26:34.000,00:26:36.000,0.9932,,(Pausa)
T00284,audio_013,1596000,1598000,00:26:36.000,00:26:38.000,0.9938,,(Pausa)
T00285,audio_013,1598000,1600000,00:26:38.000,00:26:40.000,0.9952,,(Pausa)
T00286,audio_013,1600000,1602000,00:26:40.000,00:26:42.000,0.9949,,(Pausa)
T00287,audio_013,1602000,1604000,00:26:42.000,00:26:44.000,0.9953,,(Pausa)
T00288,audio_013,1604000,1606000,00:26:44.000,00:26:46.000,0.9878,,(Pausa)
T00289,audio_013,1606000,1608000,00:26:46.000,00:26:48.000,0.9933,,(Pausa)
T00290,audio_013,1608000,1610000,00:26:48.000,00:26:50.000,0.9882,,(Pausa)
T00291,audio_013,1610000,1612000,00:26:50.000,00:26:52.000,0.9919,,(Pausa)
T00292,audio_013,1612000,1614000,00:26:52.000,00:26:54.000,0.9895,,(Pausa)
T00293,audio_013,1614000,1616000,00:26:54.000,00:26:56.000,0.9552,,(Pausa)
T00294,audio_013,1616000,1618000,00:26:56.000,00:26:58.000,0.9932,,(Pausa)
T00295,audio_013,1618000,1620000,00:26:58.000,00:27:00.000,0.9955,,(Pausa)
T00296,audio_013,1620000,1622000,00:27:00.000,00:27:02.000,0.9966,,(Pausa)
T00297,audio_013,1622000,1624000,00:27:02.000,00:27:04.000,0.9969,,(Pausa)
T00298,audio_013,1624000,1626000,00:27:04.000,00:27:06.000,0.9968,,(Pausa)
T00299,audio_013,1626000,1628000,00:27:06.000,00:27:08.000,0.9967,,(Pausa)
T00300,audio_013,1628000,1630000,00:27:08.000,00:27:10.000,0.9931,,(Pausa)
T00301,audio_013,1630000,1632000,00:27:10.000,00:27:12.000,0.9899,,(Pausa)
T00302,audio_013,1632000,1634000,00:27:12.000,00:27:14.000,0.9909,,(Pausa)
T00303,audio_013,1634000,1636000,00:27:14.000,00:27:16.000,0.9538,,(Pausa)
T00304,audio_013,1636000,1638000,00:27:16.000,00:27:18.000,0.9905,,(Pausa)
T00305,audio_013,1638000,1640000,00:27:18.000,00:27:20.000,0.9949,,(Pausa)
T00306,audio_013,1640000,1642000,00:27:20.000,00:27:22.000,0.9904,,(Pausa)
T00307,audio_013,1642000,1644000,00:27:22.000,00:27:24.000,0.9888,,(Pausa)
T00308,audio_013,1644000,1646000,00:27:24.000,00:27:26.000,0.994,,(Pausa)
T00309,audio_013,1646000,1648000,00:27:26.000,00:27:28.000,0.987,,(Pausa)
T00310,audio_013,1648000,1650000,00:27:28.000,00:27:30.000,0.9937,,(Pausa)
T00311,audio_013,1650000,1652000,00:27:30.000,00:27:32.000,0.9836,,(Pausa)
T00312,audio_013,1652000,1654000,00:27:32.000,00:27:34.000,0.9963,,(Pausa)
T00313,audio_013,1654000,1656000,00:27:34.000,00:27:36.000,0.9963,,(Pausa)
T00314,audio_013,1656000,1658000,00:27:36.000,00:27:38.000,0.9964,,(Pausa)
T00315,audio_013,1658000,1660000,00:27:38.000,00:27:40.000,0.9971,,(Pausa)
T00316,audio_013,1660000,1662000,00:27:40.000,00:27:42.000,0.9964,,(Pausa)
T00317,audio_013,1662000,1664000,00:27:42.000,00:27:44.000,0.9937,,(Pausa)
T00318,audio_013,1664000,1666000,00:27:44.000,00:27:46.000,0.9678,,(Pausa)
T00319,audio_013,1666000,1668000,00:27:46.000,00:27:48.000,0.9867,,(Pausa)
T00320,audio_013,1668000,1670000,00:27:48.000,00:27:50.000,0.9924,,(Pausa)
T00321,audio_013,1670000,1672000,00:27:50.000,00:27:52.000,0.9893,,(Pausa)
T00322,audio_013,1672000,1674000,00:27:52.000,00:27:54.000,0.9835,,(Pausa)
T00323,audio_013,1674000,1676000,00:27:54.000,00:27:56.000,0.9927,,(Pausa)
T00324,audio_013,1676000,1678000,00:27:56.000,00:27:58.000,0.9931,,(Pausa)
T00325,audio_013,1678000,1680000,00:27:58.000,00:28:00.000,0.9912,,(Pausa)
T00326,audio_014,1680000,1687000,00:28:00.000,00:28:07.000,0.584,MEDIUM_CONFIDENCE,"Aquí podía que pase, como estaba venido anterior, que habían puesto que íbamos a prisión inbans,"
T00327,audio_014,1687000,1699000,00:28:07.000,00:28:19.000,0.5802,MEDIUM_CONFIDENCE,"el medico tratante, la vida de la administración, si en el domenó, el zorazo, el calentra, el cura, la dosis,"
T00328,audio_014,1699000,1717000,00:28:19.000,00:28:37.000,0.8033,,"la frecuencia, la duración, la pecha, al poner la duración ya me tiraba automático la pecha de inicio de la fin."
T00329,audio_014,1717000,1725000,00:28:37.000,00:28:45.000,0.7658,,"Y también si son medicamentos crónicos, podía seleccionarlo. Aquí los herablistados estaban predeterminados"
T00330,audio_014,1725000,1734000,00:28:45.000,00:28:54.000,0.8255,,"para seleccionar a qué hora quería. Y aquí en indicación dijera prácticamente de transcribir la indicación médica,"
T00331,audio_014,1734000,1738000,00:28:54.000,00:28:58.000,0.6188,MEDIUM_CONFIDENCE,"por ejemplo, el militar, un gramo de inmaps."
T00332,audio_014,1749000,1761000,00:29:09.000,00:29:21.000,0.635,MEDIUM_CONFIDENCE,Y al tenerlo ya le daba igualdad. También es el enocio de la tarea.
T00333,audio_014,1765000,1772000,00:29:25.000,00:29:32.000,0.7014,,"La parte que aparece como ordemén y que no se proja aquí en el país, remanejamos como plan de cuidados."
T00334,audio_014,1773000,1781000,00:29:33.000,00:29:41.000,0.8798,,"Aquí yo puedo seleccionar los dietas que va a tener el paciente, los cuidados de enfermería, los médicos que usted tiene,"
T00335,audio_014,1781000,1789000,00:29:41.000,00:29:49.000,0.785,,"si está con oxígeno, si ya va balance. Y aquí yo le doy este guardar."
T00336,audio_014,1789000,1796000,00:29:49.000,00:29:56.000,0.9117,,"Y aquí ya puedo decidir el tipo de dieta que el médico ha dejado, los cuidados de enfermería."
T00337,audio_014,1796000,1799000,00:29:56.000,00:29:59.000,0.8965,,Y ya le doy este guardar.
T00338,audio_015,1800000,1818860,00:30:00.000,00:30:18.860,0.8151,,"En este caso, para ver tarjetas de medicamentos, de cómo quedó."
T00339,audio_015,1818860,1827360,00:30:18.860,00:30:27.360,0.8949,,"Aquí está, me ponía los en nombre del paciente, la fecha de nacimiento, la edad, tendría que"
T00340,audio_015,1827360,1832720,00:30:27.360,00:30:32.720,0.7537,,"haberme hablado automaticamente diagnóstico, en este caso también ponía la deducción y"
T00341,audio_015,1832720,1834760,00:30:32.720,00:30:34.760,0.747,,quién había creado la...
T00342,audio_015,1834760,1835760,00:30:34.760,00:30:35.760,0.6171,MEDIUM_CONFIDENCE,La corte.
T00343,audio_015,1835760,1841120,00:30:35.760,00:30:41.120,0.7165,,"La corte de la infección, ya me ponía el medicamento, la dosis, la vía, la frecuencia,"
T00344,audio_015,1841120,1844880,00:30:41.120,00:30:44.880,0.9051,,"el oral y la fecha de inicio, la fecha de fin y las observaciones."
T00345,audio_015,1844880,1850480,00:30:44.880,00:30:50.480,0.922,,Esta tarjeta yo se las compartía a las enfermeras que estaban en el domicilio para que se les
T00346,audio_015,1850480,1856520,00:30:50.480,00:30:56.520,0.8167,,hiciera más fácil llevar el control de los medicamentos y orales y gente que estaba
T00347,audio_015,1856520,1857520,00:30:56.520,00:30:57.520,0.6108,MEDIUM_CONFIDENCE,en el domicilio.
T00348,audio_015,1857520,1859680,00:30:57.520,00:30:59.680,0.6723,MEDIUM_CONFIDENCE,"Y también, no estar viendo siempre la hoja del médico que a veces es bien difícil"
T00349,audio_015,1859680,1860680,00:30:59.680,00:31:00.680,0.9177,,comprender.
T00350,audio_015,1860680,1861680,00:31:00.680,00:31:01.680,0.6283,MEDIUM_CONFIDENCE,Ok.
T00351,audio_015,1861680,1862680,00:31:01.680,00:31:02.680,0.4697,LOW_CONFIDENCE,Néscares con él.
T00352,audio_015,1862680,1874800,00:31:02.680,00:31:14.800,0.7328,,"Sí, bueno, también la orden médica que para nosotros es el plan de cuidados."
T00353,audio_015,1874800,1886600,00:31:14.800,00:31:26.600,0.8331,,"Aquí va la dieta que le coloquía al paciente, todos los cuidados que se le va la enfermera"
T00354,audio_015,1886600,1896480,00:31:26.600,00:31:36.480,0.7431,,"de realizar, medicamentos más que todos se agregan, por aparte cuando son cómicos y"
T00355,audio_015,1896480,1897480,00:31:36.480,00:31:37.480,0.6196,MEDIUM_CONFIDENCE,así.
T00356,audio_015,1897480,1901600,00:31:37.480,00:31:41.600,0.6124,MEDIUM_CONFIDENCE,Eso en cuanto a la del paciente.
T00357,audio_015,1901600,1908600,00:31:41.600,00:31:48.600,0.7404,,De ahí esa misma plataforma me permitía llevar a la enfermera que se le va a decir.
T00358,audio_015,1908600,1917600,00:31:48.600,00:31:57.600,0.8949,,Aquí ponía el nombre del paciente.
T00359,audio_015,1917600,1919600,00:31:57.600,00:31:59.600,0.6866,MEDIUM_CONFIDENCE,Le daba el creato.
T00360,audio_016,1920000,1934440,00:32:00.000,00:32:14.440,0.8015,,"Ponía la fecha en que iba sin más, digamos que en este caso va a ir mañana a la enfermera,"
T00361,audio_016,1934440,1939280,00:32:14.440,00:32:19.280,0.872,,"que va a entrar así de la mañana, va a estar el día de mañana solo por un turno de dos"
T00362,audio_016,1939280,1946400,00:32:19.280,00:32:26.400,0.7045,,"horas, inicia la CIPN, finaliza la CIPN."
T00363,audio_016,1946400,1952280,00:32:26.400,00:32:32.280,0.8006,,"Y ahí le daba en este caso un turno, pero también podría ser oculto, ya le seleccionaba"
T00364,audio_016,1952280,1958160,00:32:32.280,00:32:38.160,0.8309,,"sin cuidado a la enfermería, sin supervisión, si va a llegar, si es un terapista el que va"
T00365,audio_016,1958160,1963840,00:32:38.160,00:32:43.840,0.7978,,"a ir, sin preso y terapia, si es un médico, si es un cuidadora que puede seleccionar a"
T00366,audio_016,1963840,1967560,00:32:43.840,00:32:47.560,0.6615,MEDIUM_CONFIDENCE,la persona que yo quería en Dan y ahí le daba guardar.
T00367,audio_016,1967560,1971520,00:32:47.560,00:32:51.520,0.7468,,Y me parecía este capo.
T00368,audio_016,1971520,1982600,00:32:51.520,00:33:02.600,0.7895,,"Y aquí yo seleccionaba a la, se selecciona la enfermera que va a ir a Durin."
T00369,audio_016,1982600,1987560,00:33:02.600,00:33:07.560,0.716,,"También permite en este caso allá, porque eran por servicios profesionales que cuando"
T00370,audio_016,1987560,1992320,00:33:07.560,00:33:12.320,0.7216,,"se le iba a pagar, en este caso como van a impidiar, están por..."
T00371,audio_016,1992320,1993320,00:33:12.320,00:33:13.320,0.5742,MEDIUM_CONFIDENCE,- ¿Lanín?
T00372,audio_016,1993320,1994320,00:33:13.320,00:33:14.320,0.8227,,- ¡Lanín!
T00373,audio_016,1994320,1996040,00:33:14.320,00:33:16.040,0.9717,,No tendría que llevar esta opción.
T00374,audio_016,1996040,2007360,00:33:16.040,00:33:27.360,0.9252,,Algo más que me permitía esto era realizar la planía de enfermería.
T00375,audio_016,2007360,2008360,00:33:27.360,00:33:28.360,0.6029,MEDIUM_CONFIDENCE,- ¿La planía?
T00376,audio_016,2008360,2017760,00:33:28.360,00:33:37.760,0.7254,,"- Ya también la enfermería, yo le iba a dar la planía de enfermería."
T00377,audio_016,2017760,2023040,00:33:37.760,00:33:43.040,0.805,,- A ver cuánto le iba a pagarse un... porque no tenía enfermeras de tiempo completo.
T00378,audio_016,2023040,2026920,00:33:43.040,00:33:46.920,0.5904,MEDIUM_CONFIDENCE,"Tenía, combinados, tenía tres y los más..."
T00379,audio_016,2026920,2029040,00:33:46.920,00:33:49.040,0.501,LOW_CONFIDENCE,"- Tres, y el resto, por servicio."
T00380,audio_016,2029040,2038800,00:33:49.040,00:33:58.800,0.8235,,- Entonces aquí seleccionaba la fecha de cuando a cuando iba a dar esa... gracias.
T00381,audio_016,2038800,2039960,00:33:58.800,00:33:59.960,0.7304,,La niña digamos en este caso.
T00382,audio_017,2040000,2042000,00:34:00.000,00:34:02.000,0.4925,LOW_CONFIDENCE,"En este caso, podí haber una fía."
T00383,audio_017,2046000,2056000,00:34:06.000,00:34:16.000,0.8027,,"De 15 al 30 de mayo le daba seleccionada, le daba..."
T00384,audio_017,2059000,2076000,00:34:19.000,00:34:36.000,0.6639,MEDIUM_CONFIDENCE,"Y aquí ahora terminaba que iba... tenía que corrobar en este caso, digamos, teniendo mis híbares, tenía... se ven unos unos 24 horas, se me iban a pagar 77 horas, pero tenía que estar teniente de ir haciendo los cambios."
T00385,audio_017,2076000,2086000,00:34:36.000,00:34:46.000,0.8265,,"Si digamos que ese enfermero, el paciente falleció, el paciente fue trasladado al hospital, entonces yo aquí podía cambiarle el mundo."
T00386,audio_017,2086000,2108000,00:34:46.000,00:35:08.000,0.8169,,"El caso me daba a crear, le daba así bañar, pero el caso de que tuvo que hacer dos, tres horas extras, aquí le daba a añadir, le ponía que era tiempo extra, el mundo que le iba a pagar, o guardar, o en el caso de que fuera descuento, le ponía el porqué, si fue de plazo, si el paciente falleció, si el paciente fue trasladado."
T00387,audio_017,2110000,2124000,00:35:10.000,00:35:24.000,0.7684,,"Ya ahí al darle guarda, ya yo haber revisado uno por el, me generaba un reporte global y me lo descartaba en el set."
T00388,audio_017,2140000,2170000,00:35:40.000,00:36:10.000,0.8705,POSSIBLE_REPETITION,"Bueno, ya ahí me aparecía este, ya ahí vayó corroborando de que sí, es que sí, es que sí, es que sí, es que sí, es que sí, es que sí, es que sí, es que sí, es que sí, es que sí, es que sí, es que sí, es que sí, es que sí, es que sí, es que sí, es que sí, es que sí, es que sí, es que sí, es que sí, es que sí, es que sí, es que sí, es que sí, es que sí, es que sí, es que sí, es que sí, es que sí, es que sí, es que sí, es que sí, es que sí, es que sí, es que sí, es que sí, es que sí, es que sí, es que sí, es que sí, es que sí, es que sí, es que sí, es que sí, es que sí, es que sí, es que sí, es que sí, es que"
T00389,audio_018,2160000,2162000,00:36:00.000,00:36:02.000,0.2721,LOW_CONFIDENCE,"Y también, el que estuviera con…"
T00390,audio_018,2162000,2165000,00:36:02.000,00:36:05.000,0.5955,MEDIUM_CONFIDENCE,En los servicios.
T00391,audio_018,2165000,2167000,00:36:05.000,00:36:07.000,0.844,,Exacto.
T00392,audio_018,2167000,2175000,00:36:07.000,00:36:15.000,0.7145,,"Ya eso ya le trabajaba, lo algo muy puntual que me pedí el constado para hacer unas razones, pero no apareciera como…"
T00393,audio_018,2175000,2180000,00:36:15.000,00:36:20.000,0.8553,,"Al final, no aparecía solo una vez el nombre de cada enfermer."
T00394,audio_018,2180000,2182000,00:36:20.000,00:36:22.000,0.7127,,Con el total a pagar.
T00395,audio_018,2182000,2184000,00:36:22.000,00:36:24.000,0.9589,,Y el total a pagar.
T00396,audio_018,2188000,2192000,00:36:28.000,00:36:32.000,0.6307,MEDIUM_CONFIDENCE,Eso era la parte de un enfermerino.
T00397,audio_018,2192000,2199000,00:36:32.000,00:36:39.000,0.634,MEDIUM_CONFIDENCE,"Y este mi ahí mismo tiene la parte de inventario, la quesición."
T00398,audio_018,2199000,2201000,00:36:39.000,00:36:41.000,0.525,LOW_CONFIDENCE,Ya ya estamos.
T00399,audio_018,2203000,2207000,00:36:43.000,00:36:47.000,0.645,MEDIUM_CONFIDENCE,¿Es la promesa de las compras?
T00400,audio_018,2207000,2209000,00:36:47.000,00:36:49.000,0.4503,LOW_CONFIDENCE,"Sí, puede."
T00401,audio_018,2209000,2211000,00:36:49.000,00:36:51.000,0.5232,LOW_CONFIDENCE,Se puede agregar una nueva compra.
T00402,audio_018,2211000,2222000,00:36:51.000,00:37:02.000,0.6795,MEDIUM_CONFIDENCE,Se puede agregar una nueva compra para solicitar autorización o si ya no hemos visto con este proveedor.
T00403,audio_018,2222000,2225000,00:37:02.000,00:37:05.000,0.4255,LOW_CONFIDENCE,Aquí le puedo hacer el que le da.
T00404,audio_018,2231000,2233000,00:37:11.000,00:37:13.000,0.5819,MEDIUM_CONFIDENCE,Y eso.
